Var1,Var2,Var3,Var4,,,,
614,1472.9,5633.4,-33.241,6820.8,3000,149.7,0
616,5647.8,2850.3,-133.28,5133.1,3000,83.942,0
617,5618.5,2848.2,-133.28,5605.2,3000,127.2,0
617,1689.7,4388.4,226.99,6248.7,3000,108.44,1
618,2102.2,3580.4,63.723,8490,3000,126.65,1
619,2062.3,3550.9,63.723,6964.4,3000,138.04,1
621,2523.2,2819.7,-143.78,9369.7,3000,144.65,0
621,1599.9,4705.6,173.67,6456.8,3000,162.48,1
621,2127.9,3582.2,40.472,3549.8,3000,203.42,1
622,4281.8,2513.9,-71.71,7069.9,3000,163.63,0
624,1453.2,5698.5,7.1667,5648.2,3000,81.182,1
624,4313.3,2517.2,-42.463,7610.1,3000,164.23,0
625,1408.2,5641.2,7.1667,3967.3,3000,203.17,1
625,4304.8,2582.3,-42.463,6558,3000,124.82,1
625,2539,2786.1,-156.52,7227.8,3000,155.67,0
626,2556,2772.8,-156.52,7445.4,3000,166.61,0
626,1646.5,4550.5,54.654,9149,3000,155.53,1
627,1584.5,4574.8,54.654,11740,3000,134.91,1
628,1461.4,5643.6,54.654,7079,3000,135.01,1
628,569.65,1625.1,195.45,7497.9,3000,141.22,1
628,2083,3593.1,102.22,10141,3000,110.36,1
629,1447,5642.6,54.654,6499.7,3000,163.81,0
629,2091.6,3569.9,102.22,12859,3000,134.79,1
629,1574.2,4574.6,94.492,3655.3,3000,153.24,1
630,2081.1,3596.9,102.22,10971,3000,139.69,1
630,1552.4,4596.8,94.492,5356,3000,191.96,1
630,2217.6,2289.9,195.57,14878,3000,117.94,1
631,1634.9,4513.7,94.492,5060.5,3000,115.34,1
631,2207.6,2320.3,195.57,15466,3000,120.62,1
631,571.56,1583.7,223.17,9053,3000,131.66,1
631,5641.7,2968.8,283.59,10078,3000,118.63,1
632,1594.3,4559.1,94.492,9451.2,3000,128.4,1
632,589.73,1617.4,223.17,6088,3000,130.5,1
633,607.89,1600,223.17,7284.2,3000,137.59,1
634,569.7,1608.1,223.17,6622.7,3000,156.3,1
634,5637.7,2959.8,157.6,10342,3000,130.89,1
635,542.36,1636.1,223.17,6309.4,3000,127.04,1
638,4002,2471.2,-117.61,4021.2,3000,148.64,0
640,570.34,1669.7,198.44,7314.2,3000,153.52,1
640,3883.6,2561.3,19.123,4788.3,3000,125.64,1
641,582.18,1650.1,198.44,9398.1,3000,114.28,1
641,3914.6,2545.6,19.123,3484.3,3000,207.15,0
642,578.23,1616.1,198.44,8403.7,3000,154.25,1
643,596.65,1640.7,198.44,7771.9,3000,119.78,1
643,1857.6,4056.1,118.5,4898.1,3000,92.721,1
644,595.26,1634.5,198.44,9717.1,3000,125.66,1
647,1623.1,4649,473.33,5005.3,3000,156.13,1
650,1649.8,4625.9,285.91,4118.7,3000,130.45,1
653,1981.1,3858.9,117.75,4175.9,3000,116.15,1
655,1602.6,4647.1,357.79,5064,3000,145.51,1
656,2157.6,2267.8,273.2,10825,3000,143.51,1
656,2292.1,3635.5,231.29,4678.5,3000,137.65,1
659,2809.3,2265.3,-233.03,15245,3000,114.26,0
662,3772.2,406.18,-200.83,1596.7,3000,340.07,0
665,418.28,1091.8,281.88,4026.4,3000,129.11,1
665,2387.5,2333.1,168.7,14041,3000,130.21,1
666,358.62,1124.3,281.88,9465.2,3000,89.451,1
666,2394.7,2332.2,168.7,13965,3000,121.93,1
667,328.26,1062.9,281.88,8773,3000,127.13,1
667,2392.5,2383,168.7,7921.4,3000,134.54,1
668,359.64,1065.7,281.88,5243.9,3000,131.18,1
669,5450,2805.2,-109.96,7791.3,3000,159.15,0
670,1742.6,4288.9,130.72,7151.4,3000,164.68,1
671,2304.5,2332.8,354.66,3732.4,3000,99.812,1
672,2057.1,3689.3,152.09,4498,3000,124.87,1
673,2025.1,3694.2,152.09,8337.9,3000,130.91,1
673,3454.2,2564.2,199.12,6546,3000,154.77,1
674,2026.6,3699.8,152.09,10394,3000,152.67,1
674,1562.6,5715.3,51.428,4322,3000,111.2,0
675,2055.2,3672.6,152.09,12920,3000,132.6,1
675,1473.2,5660.9,51.428,9155.6,3000,131.64,1
676,2039,3565.6,152.09,4442.4,3000,118.57,1
677,1106.1,1780.7,454.12,4886.4,3000,167.86,1
680,1575.1,4771.7,414.8,9684.8,3000,147.61,1
685,2674.2,3227.4,196.3,11970,3000,137.04,1
686,2693.7,3255.9,196.3,13706,3000,128.02,1
686,2093.8,3598.4,74.35,5078.8,3000,291.98,0
687,2662.3,3247.9,196.3,13980,3000,134.06,1
687,2021,3646.6,74.35,11874,3000,151.56,1
687,1666.5,4538.1,365.76,4458.2,3000,202.74,1
688,2685.9,3246.8,196.3,9581.4,3000,162.38,1
688,2025.4,3661.9,74.35,11567,3000,154.37,1
688,1673.9,4540.3,365.76,12109,3000,141.71,1
689,1633.5,4535.7,365.76,4583.3,3000,151.5,1
691,1746.7,4216.4,398.5,8099.6,3000,144.33,1
692,3955.5,2464.4,82.146,6381.8,3000,85.335,1
694,5700.1,3062.8,112.17,8791.7,3000,142.68,1
695,5686.7,3022.3,112.17,8702.9,3000,130.39,1
696,5684.5,3060.9,112.17,9350.8,3000,95.533,1
700,5718.2,3019.3,165.59,3929.6,3000,134.28,1
702,4367.3,2602,-28.318,5829.2,3000,86.47,1
705,1787.7,4173.5,98.081,10525,3000,115.53,1
706,1810.8,4232.9,98.081,5799,3000,149.73,1
720,1680.1,4378.4,72.259,3584.2,3000,188.6,1
721,1750.9,4333.7,72.259,4590.4,3000,182,1
722,1557.3,2011.4,206.73,7597.1,3000,136.74,1
723,1576.5,2000.7,206.73,13403,3000,126.33,1
724,1587.8,2001.7,206.73,12382,3000,129.47,1
725,1574.1,1998.1,206.73,9389,3000,139.36,1
729,5099.9,2669.5,191.61,11094,3000,145.4,1
730,5073.3,2647.6,191.61,11803,3000,140.99,1
730,661.71,1632.1,349.48,4534.1,3000,120.76,1
731,5104.1,2677.7,191.61,5571.9,3000,166.12,1
731,649.72,1677.1,349.48,8497.1,3000,155.42,1
737,2341.4,3152.1,10.758,7653.1,3000,160.9,1
739,1583.9,6276.3,-92.642,6791.5,3000,190.02,0
739,3417.4,2469.4,77.139,12105,3000,141.18,1
740,3399.6,2475.6,77.139,10877,3000,144.32,1
743,1519.3,6234.6,-231.47,4542.3,3000,98.243,1
744,1552.9,6286.4,-231.47,6875.2,3000,101.78,0
754,1779.6,2100.1,244.14,8060.3,3000,117.99,1
760,5190.2,2724.2,-107.56,7973.1,3000,168.7,0
761,5147.7,2697.8,-107.56,3833.4,3000,131.48,0
762,2172.2,2261.5,193.84,10470,3000,138.04,1
769,4536.1,2578.4,-164.35,6303.9,3000,119.08,0
771,397.61,1111.2,160.41,4736.6,3000,162.53,1
771,3080.9,3010.2,195.45,9084.4,3000,127.06,1
778,2164.1,2264,174.13,8801.7,3000,157.18,1
780,2184.1,2285.3,210.92,10527,3000,156.6,1
781,2181.8,2285.4,210.92,13823,3000,133.39,1
782,2229.3,2310.8,210.92,3585.2,3000,134.82,1
786,2180.4,2259.9,222.63,15025,3000,124.52,1
787,2198.1,2287.4,222.63,11209,3000,154.29,1
788,2180.1,2279.6,222.63,17109,3000,121.45,1
789,2170.3,2322.9,222.63,7427.3,3000,142.18,1
804,3462.6,1089.9,-495.11,4806.2,3000,141.76,0
805,3445.2,1070.9,-495.11,3764.4,3000,155.75,0
805,2213.6,2286.4,210.17,12969,3000,138.62,1
806,2193.2,2276.9,210.17,13024,3000,140.15,1
807,1445.3,5623.6,22.585,6329.9,3000,163.87,1
809,2529.9,2377.5,143.94,15343,3000,132.25,1
809,5797.9,3235.8,148.01,4628.2,3000,73.011,1
810,2429.3,2359.9,143.94,4563.6,3000,81.865,1
810,1745.7,4255.8,188.23,6265.9,3000,128.62,1
811,4142.5,2577.9,166.67,9230.1,3000,129.74,1
817,3102.1,2885.3,159.99,3789.1,3000,171.38,1
818,3143.9,2899.8,159.99,15077,3000,128.09,1
819,3156.1,2891.7,159.99,11567,3000,151.8,1
822,4927.1,2592.9,182.33,10459,3000,127.6,1
823,4865.7,2610.4,182.33,5635.5,3000,156.01,1
823,1405.3,5687.3,42.358,5824.1,3000,165.07,1
828,1476.5,5117,6.5949,5715.3,3000,187.34,1
828,2061.7,2223.8,57.788,3568.1,3000,116.52,1
829,2872.9,2119.7,-204.13,4779.7,3000,135.1,0
830,4862.5,2640.4,-158.15,4618,3000,157.77,0
831,2727,2548.3,-152.1,7253.2,3000,119.73,0
832,2704.7,2535.3,-152.1,13508,3000,141,0
833,2664.9,2503.4,-152.1,5294.9,3000,190.67,0
833,2421.8,3002.5,-47.077,3329.5,3000,185.74,0
834,2687.3,2563.7,-152.1,6277.3,3000,329.87,0
834,2453.3,2980.5,-47.077,6936.3,3000,308.98,0
835,2485.9,2970,-47.077,4473.8,3000,165.68,0
836,2379.9,3060.7,-47.077,3787.8,3000,204.04,1
837,2423.7,3054.1,-47.077,2376.2,3000,238.87,0
838,2339.1,3033.1,-47.077,10246,3000,141.51,1
838,5413.5,2793.4,153.68,9589.6,3000,108.04,1
839,2384.4,3027.5,-47.077,10313,3000,153.87,1
842,2810.3,2370,-70.818,4797.2,3000,115.49,0
845,3262.7,2881.6,-536.51,6928.7,3000,50.687,0
845,2038.6,3891.4,109.13,4617.7,3000,195.55,1
846,2015.5,3920.2,109.13,4106.3,3000,120.39,1
847,2036.3,3902.1,109.13,12023,3000,144.43,1
848,2024.1,3930.9,109.13,15156,3000,126.63,0
849,2004.6,3887.5,109.13,7193.4,3000,124.58,1
852,4323.6,2529.5,-48.893,5733,3000,161.12,0
853,4296.5,2516.3,-48.893,7771.2,3000,166.65,0
854,4326.1,2543,-48.893,9864.6,3000,148.54,0
855,2031.3,3895.7,164.26,12012,3000,146.01,1
856,2024.7,3890.6,164.26,10847,3000,133.53,1
862,3536.4,2490.7,150.98,8967,3000,106.58,1
862,1718.8,4447.1,455.35,6286.6,3000,170.29,1
863,3546,2445.4,150.98,8519.8,3000,128.88,1
863,1677,4410.3,455.35,4595.1,3000,185.01,1
865,3543.5,2448.4,183.4,11948,3000,137.64,1
866,3543.1,2469.9,183.4,14766,3000,120.73,1
867,3548.1,2464.5,183.4,14050,3000,133.12,1
867,1416,5667.4,490.89,4458.1,3000,194.02,1
868,3528.3,2452.5,183.4,14527,3000,133.07,1
868,6230.4,3122.6,-163.82,8282.2,3000,120.21,0
868,327.81,1089.1,361.59,7482.6,3000,133.66,1
869,6252.2,3150.7,-163.82,6882,3000,127.66,0
884,3579.9,2472.2,124,10578,3000,150.2,1
885,3582.5,2487,124,7248.2,3000,177.25,1
885,2008.9,3715.8,150.89,5804.1,3000,115.81,1
886,2008.4,3722.2,150.89,10342,3000,167.77,1
888,4985.5,2637.1,249.33,5356.8,3000,177.43,1
894,3903.8,110.96,-688.79,3988.6,3000,253.1,0
894,1451.1,5532.6,-74.307,4388,3000,157.87,1
895,3914.5,200.5,-688.79,2887,3000,237.13,0
895,1463.1,5501.7,-74.307,5111.6,3000,147.38,0
896,3468.6,1031.5,-552.25,4353,3000,178.91,0
897,4945.6,2595.5,143.42,16728,3000,133.69,1
898,4937.1,2602.7,143.42,14374,3000,121.39,1
900,5018.9,2669.9,76.059,5951.9,3000,108.81,1
901,5643.5,2857.2,-127.48,5937.6,3000,203.35,0
901,2420.3,3395.6,16.331,0.0819,3000,-1.85E+06,1
902,6228.2,3098.9,-217.37,9306,3000,127.76,0
903,6221.6,3083.2,-217.37,3174.3,3000,483.79,0
903,1451.7,5616,-4.945,5970.8,3000,169.44,0
903,5014,2649.6,189.54,6164.7,3000,172.03,1
904,1443.5,5626.7,-4.945,7677.9,3000,143.62,1
905,1519.7,5606.2,-4.945,6076,3000,167.82,0
905,2238.7,3339.4,-9.9477,7983.9,3000,139.76,1
906,2233.9,3320.9,-9.9477,7825.9,3000,190.83,1
907,2223.3,3313.7,-9.9477,8566.8,3000,163.18,1
908,2226.7,3343.2,-9.9477,7701.7,3000,176.01,1
909,2231.6,3337.2,-9.9477,6357.1,3000,147.29,1
912,3289.9,1813.1,-295.83,12905,3000,128.69,0
913,3261.2,1807.4,-295.83,9162,3000,111.97,0
914,3257.9,1858.9,-295.83,3870.5,3000,110.05,0
918,3656.3,633.69,-326.44,6964.6,3000,156.79,0
918,1325.7,5993.1,624.43,2249.6,3000,302.88,1
918,2173.1,3730.7,133.71,8154.9,3000,91.014,1
919,3688.2,663.29,-326.44,6807,3000,172.87,0
920,3695.9,627.65,-326.44,7541.3,3000,138,0
921,3408.1,2446.7,27.401,9962.3,3000,143.84,0
922,3364.4,2483,27.401,3757.2,3000,119.41,1
922,3678.1,632.08,-452.48,7361.3,3000,159.55,0
923,3743.2,583.68,-452.48,7920.7,3000,145.97,0
926,1431.7,5791.6,-16.723,5947.5,3000,122.69,1
927,3597.6,675.3,-438.47,5378.3,3000,152.5,0
927,2234.2,3609.3,164.84,6757.8,3000,116.02,1
928,3581.3,649.89,-438.47,6365.1,3000,167.52,0
928,2243.1,3665.3,164.84,8123,3000,109.79,1
928,1528.3,6167.7,-57.262,3780.1,3000,179.62,0
929,3550.2,648.06,-438.47,9736,3000,112.32,0
930,1472.9,5817.9,-1.0255,5995,3000,100.09,1
931,1428.8,5787.6,-1.0255,5318,3000,136.09,1
935,1483.1,4941.9,-4.9394,4773.7,3000,165.84,0
940,3629.4,635.8,-398.91,4435.3,3000,155.27,0
941,3596.2,613.07,-398.91,6850.7,3000,154.17,0
946,4016.9,2559.9,133.47,13681,3000,128.54,1
947,3999.1,2563.9,133.47,12027,3000,143.48,1
948,3996.1,2577.8,133.47,11821,3000,128.22,1
950,3043.9,1933.9,-372.05,15162,3000,119.16,0
951,2630.8,2661.8,-212.46,10851,3000,149.91,0
952,2634,2647,-212.46,9521.9,3000,153.73,0
953,5530.7,2808.6,-151.99,9326.5,3000,143.36,0
953,1323.5,1812.1,230.8,4852.9,3000,87.92,1
954,5550.1,2811.5,-151.99,8699.4,3000,156.87,0
954,2652.5,2599.4,-128.48,7631.3,3000,119.34,0
955,5600.9,2847.5,-151.99,8542.2,3000,155.1,0
955,2634.9,2623.5,-128.48,14074,3000,144.69,0
956,5579.4,2878.4,-151.99,9722.7,3000,141.82,0
957,5566.5,2837.1,-151.99,9684.8,3000,153.78,0
959,2620.5,2659.2,-373.34,4983.4,3000,129.4,0
960,1648.3,4593,424.13,9440.1,3000,144.01,1
960,2406.9,2329.8,181.93,12472,3000,133.97,1
961,2433.9,2324.4,181.93,11149,3000,144.99,1
962,2415.8,2356.2,181.93,8578.8,3000,161.65,1
962,3054.7,1910,-277.01,8930.6,3000,127.1,0
963,4656.3,2510.4,184.06,3717.4,3000,91.122,1
965,2624.9,2655.5,-169.47,12280,3000,140.44,0
970,3717.9,569.16,-213.83,3539.6,3000,149.09,0
970,2614.9,2395.5,105.29,10955,3000,149.32,1
973,2656.3,2435.2,183.88,9647.4,3000,136.79,1
976,2696.5,2557.9,-94.227,4443.2,3000,154.94,0
977,2976.6,2001.3,-287.21,13507,3000,94.884,0
982,2825.2,2155,-182.02,2925.8,3000,309,0
982,3398.3,1730.3,-535.02,9789.9,3000,151.03,0
983,2855.8,2166.3,-182.02,10826,3000,177.36,0
983,3387.2,1708,-535.02,139.47,3000,2025.2,0
983,3433.9,2477.3,566.51,3029.2,3000,303.1,1
984,2774.8,2185.3,-182.02,12645,3000,152.97,1
986,3992.1,2491.7,-2.1661,6972.5,3000,181.41,1
987,3968.2,2498.4,-2.1661,9315.3,3000,159.08,1
987,2564.5,2804.6,-75.699,3084.9,3000,160.62,1
988,2529.9,2735.3,-75.699,4589.2,3000,199.62,0
989,648.55,1757.5,255.38,5357.5,3000,61.452,1
993,1525.5,5931.4,-68.719,4672.3,3000,122.62,0
994,2629.3,2782.7,-190.59,5095.7,3000,184.67,0
995,2546.2,2751.5,-190.59,8958.3,3000,31.329,0
997,1446.8,5613.2,25.337,8764,3000,145.82,1
997,2596.3,3352.4,165.76,6153.9,3000,106.67,1
998,2568.4,3305.9,165.76,12287,3000,128.23,1
998,4159.7,2629.3,154.57,5285.8,3000,137.54,1
1000,1511.2,5388.8,39.498,5940.8,3000,134.35,1
1000,5130,2719.5,-129.08,6030.9,3000,149.84,0
1000,2917.8,3093.1,154.37,8344.8,3000,126.59,1
1001,5159.8,2734.2,-129.08,4697.6,3000,150.92,1
1007,484.73,1422.4,306.93,7375.9,3000,102.42,1
1008,514.04,1434,306.93,8348.3,3000,135.6,1
1009,484.79,1467.2,306.93,8904.1,3000,129.71,1
1009,3362,2619.8,158.32,12336,3000,141.29,1
1010,515.7,1429.2,306.93,9872.6,3000,127.02,1
1010,3346.6,2629.8,158.32,13445,3000,136.66,1
1011,3355.7,2599.9,158.32,15044,3000,122.29,1
1011,5184.9,2726.1,-113.15,9425.7,3000,152.01,0
1012,3364.4,2601.5,158.32,11422,3000,149.33,1
1012,5178.9,2701.4,-113.15,9072.3,3000,166.81,0
1013,3319.2,2627.8,158.32,7667.5,3000,128.23,1
1013,5171.2,2662.9,-113.15,4177.4,3000,176.37,0
1015,2134.2,2260,226.01,5599.7,3000,137.39,1
1016,2137.8,2319.4,226.01,7402.4,3000,144.88,1
1016,6162.1,3048.8,-210.58,6827.7,3000,176.38,0
1017,6149.7,3089.5,-210.58,7905.3,3000,116.73,0
1017,1900.8,3865.6,194.6,17271,3000,129.51,1
1018,1958.2,3865.9,194.6,7376.9,3000,123.65,1
1018,1524.2,5838.6,-28.708,4352.9,3000,162.4,0
1018,3138.9,1886.5,-257.47,9126.4,3000,136.96,0
1019,3141.3,1887.1,-257.47,15518,3000,120.97,0
1020,3154.6,1862.8,-257.47,15448,3000,140.07,0
1020,2301.6,3080.5,-41.401,4525.3,3000,214.42,1
1021,3142.9,1848,-257.47,15821,3000,131.56,0
1021,2325.9,3144.5,-41.401,8137.1,3000,181.05,1
1022,3152.2,1888.6,-257.47,11176,3000,157.93,0
1022,2422.6,3043.5,-41.401,7833.8,3000,168.06,0
1023,3151.5,1878.9,-257.47,16211,3000,117.51,0
1024,5344.7,2798.1,168.71,21273,3000,128.77,1
1025,5327.9,2776.5,168.71,19564,3000,134.2,1
1025,2207.9,2254,211.74,17084,3000,124.22,1
1026,5329.1,2797.7,168.71,14672,3000,145.88,1
1026,2200.9,2293.1,211.74,13752,3000,136.09,1
1026,3068.5,1911.7,-418.16,10348,3000,117.08,0
1027,5368.4,2703.6,168.71,3785.7,3000,157.26,1
1027,2202.6,2264.9,211.74,5018.3,3000,111.18,1
1027,3092.4,1895.8,-418.16,8044.6,3000,151.5,0
1030,4285.8,2583.1,-53.872,5487.6,3000,170.37,1
1031,4284.4,2550.6,-53.872,7170.4,3000,182,1
1032,4252.2,2559,-53.872,4552.5,3000,122.89,1
1032,534.55,1436.3,349.13,8750.8,3000,92.93,1
1034,3151,1866.3,-258.11,10704,3000,146.73,0
1035,4350.8,2545.3,-50.098,6887.4,3000,192.65,0
1036,1241.1,1759.8,277.7,10770,3000,157.7,1
1037,1300,1815.8,277.7,4218.6,3000,136,1
1037,3140.7,1874.3,-264.43,8375.6,3000,96.839,0
1039,3694.6,2474.9,215.57,12308,3000,124.7,1
1040,1273.4,1818.3,218.05,11213,3000,139.19,1
1041,1240.4,1791.9,218.05,8508.2,3000,167.4,1
1042,1239.3,1796.3,218.05,12609,3000,124.87,1
1043,1254.7,1809.5,218.05,11601,3000,125.14,1
1043,2562.5,2328.2,219.45,4936.3,3000,106.1,1
1044,2599.9,2362.8,219.45,10786,3000,124.41,1
1049,3319.6,1760.7,-418.14,12804,3000,137.66,0
1059,5921.8,3166.6,215.09,5231.6,3000,142.25,1
1061,2269.6,3190.3,-19.341,7443.1,3000,196.06,0
1071,3598.6,718.26,-509.26,6636.3,3000,139.68,0
1071,2343.5,3508.5,154.51,13705,3000,134.07,1
1072,2518.4,3461.8,-2.5176,6208.5,3000,195.89,0
1073,2355.8,3636.8,-2.5176,4425.5,3000,97.407,1
1077,1446.2,5415.8,126.19,5318.3,3000,157.75,1
1080,1455.2,5457.6,536.4,4091,3000,219.76,1
1080,2394.4,3517.4,192.85,7268.1,3000,115.63,1
1081,2386.2,3513,192.85,10468,3000,145.47,1
1082,2363.8,3514.1,192.85,14519,3000,141.5,1
1082,3813.8,456.22,-299.76,4385.1,3000,159.45,0
1083,2371.1,3510.9,192.85,9828.8,3000,166.16,1
1084,2370,3482,192.85,6128.5,3000,132,1
1108,2784.9,3224.6,83.439,3923.8,3000,154.2,1
1112,3446.9,1722.7,-295.96,12154,3000,114.08,0
1113,2406.4,2928.4,-64.007,5056.4,3000,165.97,0
1114,2471,3005.8,-64.007,4314.3,3000,178.63,0
1118,2148.9,3403.7,121.06,9.44E+11,3000,-63.9,1
1120,2913.6,3131.8,134.93,6758.8,3000,156.36,1
1121,2888.9,3122.7,134.93,7098.9,3000,124.65,1
1121,1542.8,5953.6,-82.792,9583,3000,133.26,0
1122,1518.5,5988.7,-82.792,7465.2,3000,137.59,0
1123,1536.8,5940.6,-82.792,8962.4,3000,155.76,0
1124,1550.4,5955.8,-82.792,7271.2,3000,165.91,0
1125,1547.7,5878.4,-82.792,6609,3000,141.34,0
1128,1515.5,5230.1,396.92,6305.4,3000,126.61,1
1129,1542,5027.6,396.92,6914.4,3000,152.89,1
1130,1552.9,5066,396.92,9712.4,3000,127.66,1
1133,1994.1,3876.3,91.57,6323.9,3000,156.44,1
1134,1951.1,3926,91.57,10219,3000,155.07,0
1135,2014.4,3917.2,91.57,5239.6,3000,154.37,1
1140,2462.9,2911.2,-93.527,11266,3000,152.26,0
1141,4263.7,2582.4,-295.99,3995.9,3000,94.562,0
1144,2785.5,2274.4,-278.56,7934.4,3000,129.4,0
1149,2027,2194.5,227.91,5207.1,3000,113.84,1
1150,2038.9,2251,227.91,16629,3000,118.6,1
1151,2044.3,2244.3,227.91,14571,3000,127.93,1
1152,2045.1,2206.6,227.91,11974,3000,96.301,1
1153,2049.8,2247.6,227.91,16672,3000,125.17,1
1154,2035.6,2249.2,227.91,9747.8,3000,146.74,1
1155,1224,1786.9,322.32,4127,3000,76.516,1
1156,1633,2042.7,218.91,12640,3000,129.64,1
1157,1666.7,2056.6,218.91,9385.2,3000,147.98,1
1158,5338.1,2728,-217.21,4328.2,3000,155.58,0
1159,5270.1,2758.9,-217.21,1.48E+13,3000,-179.41,0
1164,1556.6,4677.9,144.48,10702,3000,114.03,1
1165,1606.1,4693.5,144.48,13597,3000,126.55,1
1167,1494.7,5299.2,70.157,5598.6,3000,119.48,1
1167,3620.7,2490.1,115.21,5211.4,3000,159.61,1
1171,3554.1,2458.8,35.568,6690.6,3000,130.07,1
1172,3485.8,2505.5,35.568,4460.4,3000,190.51,1
1178,4138.9,2514.3,13.195,10490,3000,136.75,1
1179,4178.4,2470.6,13.195,7258.3,3000,146.11,1
1181,222.92,924.01,308.42,6864.8,3000,115.07,1
1182,211.7,1006.3,308.42,8167.4,3000,115.96,1
1182,1803.9,2126.9,259.09,11389,3000,121.72,1
1183,1567.7,4679.8,31.434,6046.2,3000,137.72,1
1184,1643.5,4706.1,31.434,5479.5,3000,175.1,0
1185,1580.6,4738,31.434,4172.7,3000,163.51,1
1186,1542.3,4749.6,31.434,9046.1,3000,151.47,1
1187,5891.4,3057.2,-118.65,4780.5,3000,159.34,1
1188,5934.4,2975.5,-118.65,6873.3,3000,170.5,0
1193,4994.6,2692.7,-90.342,8262.6,3000,145.44,0
1193,2293.8,3561.1,189.25,4011.6,3000,93.615,1
1196,5103,2718.8,-57.112,4654.6,3000,141.61,0
1197,5156.3,2653.6,-57.112,9234.3,3000,165.97,0
1197,491.02,1425.3,343.26,8921.5,3000,125.62,1
1198,5103.7,2679.1,-57.112,3545.3,3000,122.27,0
1198,504.65,1418.4,343.26,6047.9,3000,134.94,1
1201,5094.2,2657.4,-107.21,4859.7,3000,109.57,0
1202,5065.4,2640.5,-107.21,5847.3,3000,170.3,0
1204,1786.5,2125.6,272.1,10584,3000,128.76,1
1205,1771.5,2120,272.1,9881.4,3000,182.02,1
1205,2455.5,2365.5,146.9,10757,3000,161.84,1
1206,1781.3,2142.4,272.1,10529,3000,132.47,1
1210,4101.3,2429.6,187.32,4148.4,3000,61.885,1
1211,1459.3,5444.2,28.113,7004,3000,187.75,1
1211,1533.7,4790,71.793,9122.6,3000,174.4,1
1212,1449.4,5408.5,28.113,5402.3,3000,213.34,1
1213,1448.2,5472.5,28.113,5177.7,3000,139.87,1
1213,6094.3,3008.7,-164.32,7748.2,3000,138.57,0
1214,6084,3092.1,-164.32,5204.2,3000,90.603,0
1214,1749,2134.3,233.1,14808,3000,119.58,1
1215,1786.9,2141,233.1,11955,3000,128.12,1
1217,1776.4,2148,266.1,5849.3,3000,165.9,1
1218,1789.2,2125,266.1,10362,3000,124.17,1
1218,1571.7,4832.1,556.71,2385.3,3000,250.4,1
1221,1757.9,2128.8,236.53,9392.8,3000,138.2,1
1222,1781.1,2120,236.53,9434.3,3000,128.42,1
1222,6087.8,3067.8,-55.531,3584.3,3000,146.38,0
1223,6039,3051.9,-55.531,4105.4,3000,208.18,1
1223,5416.6,2795.6,467.09,5377.3,3000,186.01,1
1225,6130.4,2966.5,-221.17,5244.7,3000,93.46,0
1227,4213.2,2556.8,242.96,12223,3000,114.95,1
1228,4205.2,2571,242.96,7588,3000,100.32,1
1229,4189.7,2539.1,242.96,5698.7,3000,116.17,1
1229,6035,3077.6,-199.65,6543.1,3000,139.7,0
1230,6098.5,3055.4,-199.65,8409.6,3000,141.79,0
1231,6074.7,3043.9,-199.65,7168.2,3000,168.53,0
1232,6065.1,3019.1,-199.65,7249.5,3000,102.34,0
1235,6045.2,3002.9,-128.23,7813,3000,131.52,0
1238,3201.3,2820.2,65.822,3263.9,3000,123.21,1
1241,1406,1854.3,294.34,11577,3000,116.12,1
1243,2646.7,3241.2,153.55,11296,3000,141.71,1
1243,1329.8,5759.7,493.91,4677,3000,193.6,1
1244,2647.2,3251.4,153.55,13913,3000,113.92,1
1245,3817.9,2518.9,199.2,5165.6,3000,140.73,1
1246,3773.9,2494.3,199.2,13005,3000,126.2,1
1246,2643.2,3285.6,175.1,8897,3000,109.97,1
1247,3787.2,2425.2,199.2,4500.7,3000,174.16,1
1247,1468.6,5483.7,-80.14,4662.5,3000,188.14,0
1247,1439.9,1849,438.14,7129.7,3000,165.18,1
1249,1373.9,1834.2,195.82,6832.1,3000,114.07,1
1250,1382.7,1853,195.82,10769,3000,145.08,1
1254,1385.8,1855.4,244.35,14323,3000,127.62,1
1255,1436.5,1877.5,244.35,3619,3000,183.79,1
1255,1446.9,5284,-0.75706,9277.7,3000,109.62,1
1256,1452.8,5264,-0.75706,8939.4,3000,127.14,1
1259,1616.5,4527.1,87.184,6530.6,3000,142.05,1
1259,2041.5,3853.8,151.44,9775.5,3000,138.07,1
1261,2943.6,3187.8,233.82,3582.8,3000,82.905,1
1264,1425.6,5482.7,2.6277,7126.1,3000,165.61,1
1265,1461.4,5462.5,2.6277,8062.7,3000,147.41,1
1266,1476,5429.2,2.6277,6271.3,3000,198.62,0
1267,1456.5,5450.4,2.6277,7281,3000,162.44,0
1268,3780.4,503.03,-575.21,3457.4,3000,105.74,0
1268,3477.3,2551,166.17,5609.7,3000,102.3,1
1269,3710.9,493.69,-575.21,4531.7,3000,197.95,0
1269,3472.7,2501,166.17,14313,3000,132.94,1
1279,5683.3,3042,161.97,9379.9,3000,116.68,1
1287,5202.5,2708.3,-163.27,5962.6,3000,120.93,0
1288,3328.5,2469.5,103.18,5316.7,3000,106.33,1
1289,3338.1,2450.5,103.18,10080,3000,109.19,1
1291,1468.9,4963.1,66.801,4713.5,3000,151.01,1
1292,1471.6,4924,66.801,7541.4,3000,154.37,1
