Ground-truth,frame,xnano,ynano,znano,intensity 
  495,  6494, 310.770, 1059.049, 328.442, 37.313 
  496, 15208, 353.448, 1086.441, 335.273, 557.460 
  497, 15209, 353.448, 1086.441, 335.273, 581.444 
  498, 15210, 353.448, 1086.441, 335.273, 412.443 
  499, 15213, 353.448, 1086.441, 335.273, 581.444 
  500, 15214, 353.448, 1086.441, 335.273, 180.749 
  501, 15215, 353.448, 1086.441, 335.273, 307.945 
  502,  3863, 346.807, 1098.630, 319.980, 360.604 
  503, 18358, 340.004, 1078.233, 320.381, 18.239 
  504, 18359, 340.004, 1078.233, 320.381, 367.027 
  505,   380, 346.656, 1097.008, 323.847, 40.979 
  506, 12091, 356.957, 1082.759, 325.291, 537.074 
  507, 12092, 356.957, 1082.759, 325.291, 581.033 
  508, 12093, 356.957, 1082.759, 325.291, 215.070 
  509, 13842, 317.428, 1042.844, 333.366, 208.413 
  510, 13843, 317.428, 1042.844, 333.366, 194.479 
  511, 12926, 331.029, 1052.953, 328.228, 451.474 
  512,  3770, 337.354, 1073.865, 318.433, 168.633 
  513,  3034, 336.679, 1061.007, 321.822, 153.280 
  514,  3035, 336.679, 1061.007, 321.822, 179.944 
  515,   868, 309.418, 1057.680, 329.168, 548.723 
  516,   869, 309.418, 1057.680, 329.168, 317.208 
  517,   565, 369.250, 1123.196, 330.805, 116.172 
  518,   566, 369.250, 1123.196, 330.805, 538.143 
  519,   568, 369.250, 1123.196, 330.805, 237.110 
  520,   569, 369.250, 1123.196, 330.805, 618.143 
  521,   570, 369.250, 1123.196, 330.805, 205.376 
  522,  5401, 393.974, 1134.088, 323.909, 122.306 
  523,  5403, 393.974, 1134.088, 323.909, 50.799 
  524,  5404, 393.974, 1134.088, 323.909, 580.127 
  525,  5406, 393.974, 1134.088, 323.909, 163.288 
  526,  5407, 393.974, 1134.088, 323.909, 623.349 
  527,  5408, 393.974, 1134.088, 323.909, 395.340 
  528,  4408, 394.842, 1153.231, 332.804, 11.776 
  529,  4409, 394.842, 1153.231, 332.804, 332.309 
  530,  4410, 394.842, 1153.231, 332.804, 326.828 
  531,  4411, 394.842, 1153.231, 332.804, 635.779 
  532,  4412, 394.842, 1153.231, 332.804, 322.175 
  533, 11471, 381.384, 1143.049, 326.147, 11.638 
  534, 11473, 381.384, 1143.049, 326.147, 94.745 
  535, 11474, 381.384, 1143.049, 326.147, 622.922 
  536, 11475, 381.384, 1143.049, 326.147, 511.860 
  537, 11479, 381.384, 1143.049, 326.147, 367.850 
  538, 11482, 381.384, 1143.049, 326.147, 284.916 
  539,  4268, 368.813, 1108.899, 334.826, 287.849 
  540,  4269, 368.813, 1108.899, 334.826, 12.393 
  541,  4271, 368.813, 1108.899, 334.826, 430.115 
  542, 12944, 381.229, 1146.290, 329.837, 31.500 
  543, 12945, 381.229, 1146.290, 329.837, 184.908 
  544,  6831, 382.281, 1117.808, 326.743, 150.826 
  545, 14356, 364.961, 1117.492, 331.360, 435.993 
  546, 14360, 364.961, 1117.492, 331.360, 202.117 
  547, 14361, 364.961, 1117.492, 331.360, 520.146 
  548, 14362, 364.961, 1117.492, 331.360, 506.933 
  549, 14363, 364.961, 1117.492, 331.360, 21.165 
  550, 17971, 366.742, 1124.124, 327.809, 120.330 
  551, 17972, 366.742, 1124.124, 327.809, 148.268 
  552, 10490, 394.524, 1135.079, 327.973, 88.933 
  553,  6529, 362.902, 1110.529, 332.522, 257.815 
  554,  6530, 362.902, 1110.529, 332.522, 474.033 
  555,  6531, 362.902, 1110.529, 332.522, 542.272 
  556,  6532, 362.902, 1110.529, 332.522, 441.341 
  557,  6533, 362.902, 1110.529, 332.522, 183.869 
  558, 10459, 368.785, 1124.138, 320.814, 551.126 
  559, 10460, 368.785, 1124.138, 320.814, 586.245 
  560, 10461, 368.785, 1124.138, 320.814, 314.055 
  561, 16270, 358.888, 1106.590, 333.470, 372.821 
  562, 16271, 358.888, 1106.590, 333.470, 603.663 
  563, 16272, 358.888, 1106.590, 333.470, 603.663 
  564, 16273, 358.888, 1106.590, 333.470, 329.734 
  565,  5780, 393.454, 1153.988, 314.852, 342.517 
  566,  5782, 393.454, 1153.988, 314.852, 217.264 
  567,  5783, 393.454, 1153.988, 314.852, 614.743 
  568,  5784, 393.454, 1153.988, 314.852, 511.310 
  569,  5786, 393.454, 1153.988, 314.852, 126.883 
  570,  5787, 393.454, 1153.988, 314.852, 56.751 
  571,   770, 390.600, 1128.906, 319.471, 156.018 
  572,   771, 390.600, 1128.906, 319.471, 595.763 
  573,   772, 390.600, 1128.906, 319.471, 254.279 
  574, 13442, 376.697, 1139.790, 328.929, 107.640 
  575, 13443, 376.697, 1139.790, 328.929, 618.447 
  576, 13444, 376.697, 1139.790, 328.929, 200.974 
  577,  3994, 392.406, 1147.229, 334.685, 85.248 
  578,  3995, 392.406, 1147.229, 334.685, 398.666 
  579,  4718, 353.078, 1101.744, 319.222, 175.460 
  580, 14510, 374.652, 1108.155, 328.627, 231.994 
  581, 15755, 378.676, 1135.442, 318.575, 468.173 
  582, 15756, 378.676, 1135.442, 318.575, 154.984 
  583,  9113, 397.832, 1179.133, 322.877, 88.714 
  584,  9114, 397.832, 1179.133, 322.877, 77.318 
  585, 12704, 373.203, 1118.491, 317.590, 316.395 
  586, 12705, 373.203, 1118.491, 317.590, 398.567 
  587, 12707, 373.203, 1118.491, 317.590, 206.134 
  588, 12708, 373.203, 1118.491, 317.590, 583.052 
  589, 12709, 373.203, 1118.491, 317.590, 583.052 
  590, 12710, 373.203, 1118.491, 317.590, 114.984 
  591, 12715, 373.203, 1118.491, 317.590, 45.073 
  592, 12717, 373.203, 1118.491, 317.590, 248.698 
  593, 12718, 373.203, 1118.491, 317.590, 149.033 
  594, 12721, 373.203, 1118.491, 317.590, 504.515 
  595, 12722, 373.203, 1118.491, 317.590, 397.317 
  596, 15455, 350.714, 1103.082, 319.634, 25.936 
  597, 15456, 350.714, 1103.082, 319.634, 111.321 
  598, 15458, 350.714, 1103.082, 319.634, 293.453 
  599, 15459, 350.714, 1103.082, 319.634, 558.499 
  600, 15460, 350.714, 1103.082, 319.634, 558.499 
  601, 15461, 350.714, 1103.082, 319.634, 514.909 
  602,  3612, 399.372, 1184.078, 318.664, 106.204 
  603,  3613, 399.372, 1184.078, 318.664, 222.284 
  604,  3615, 399.372, 1184.078, 318.664, 239.441 
  605,  3621, 399.372, 1184.078, 318.664, 544.800 
  606,  3622, 399.372, 1184.078, 318.664, 108.475 
  607,  9897, 398.183, 1139.825, 329.831, 287.712 
  608,  9898, 398.183, 1139.825, 329.831, 598.605 
  609,  9899, 398.183, 1139.825, 329.831, 78.059 
  610, 14860, 355.872, 1110.255, 328.275, 173.745 
  611, 12512, 392.416, 1167.102, 321.130, 147.115 
  612, 12513, 392.416, 1167.102, 321.130, 601.019 
  613, 12514, 392.416, 1167.102, 321.130, 58.697 
  614, 11396, 361.657, 1104.946, 335.614, 498.889 
  615,  7377, 354.424, 1102.403, 332.338, 439.006 
  616,  7378, 354.424, 1102.403, 332.338, 528.822 
  617,  7280, 373.678, 1102.979, 331.743, 398.894 
  618,  7281, 373.678, 1102.979, 331.743, 150.890 
  619,  7289, 373.678, 1102.979, 331.743, 88.716 
  620,  3410, 371.766, 1128.260, 321.134, 150.961 
  621,  3411, 371.766, 1128.260, 321.134, 612.975 
  622,  3412, 371.766, 1128.260, 321.134, 612.975 
  623,  3413, 371.766, 1128.260, 321.134, 612.975 
  624,  3414, 371.766, 1128.260, 321.134, 494.616 
  625, 15593, 413.630, 1186.518, 330.965, 314.750 
  626, 19719, 403.406, 1165.213, 312.425, 262.936 
  627, 11921, 404.928, 1184.022, 317.644, 125.896 
  628, 11922, 404.928, 1184.022, 317.644, 195.072 
  629,  1345, 406.567, 1198.070, 325.169, 77.377 
  630,  1346, 406.567, 1198.070, 325.169, 119.597 
  631,  1347, 406.567, 1198.070, 325.169, 603.390 
  632,  1348, 406.567, 1198.070, 325.169, 380.180 
  633,  1352, 406.567, 1198.070, 325.169, 538.520 
  634,  1353, 406.567, 1198.070, 325.169, 460.549 
  635,  2633, 401.227, 1167.813, 330.893, 206.369 
  636,   342, 412.453, 1173.519, 329.345, 522.978 
  637,   343, 412.453, 1173.519, 329.345, 514.304 
  638,  2329, 413.713, 1186.370, 310.453, 27.495 
  639,  2330, 413.713, 1186.370, 310.453, 437.697 
  640,  2331, 413.713, 1186.370, 310.453, 185.173 
  641, 16686, 411.980, 1195.360, 331.212, 253.670 
  642, 16687, 411.980, 1195.360, 331.212, 208.220 
  643, 10363, 417.074, 1198.144, 312.823, 256.671 
  644, 10366, 417.074, 1198.144, 312.823, 496.453 
  645, 10367, 417.074, 1198.144, 312.823, 435.713 
  646,  4817, 415.451, 1196.134, 310.678, 461.901 
  647,  4818, 415.451, 1196.134, 310.678, 624.421 
  648,  4819, 415.451, 1196.134, 310.678, 624.421 
  649,  4820, 415.451, 1196.134, 310.678, 46.709 
  650, 15061, 415.703, 1174.681, 321.312, 93.556 
  651,  7173, 401.571, 1144.384, 325.485, 578.885 
  652,  7174, 401.571, 1144.384, 325.485, 581.553 
  653,  7175, 401.571, 1144.384, 325.485, 581.553 
  654,  7176, 401.571, 1144.384, 325.485, 581.553 
  655,  7177, 401.571, 1144.384, 325.485, 109.027 
  656,  7401, 414.600, 1187.306, 332.990, 267.590 
  657,  7403, 414.600, 1187.306, 332.990, 32.882 
  658,  7404, 414.600, 1187.306, 332.990, 499.509 
  659, 18916, 441.922, 1275.934, 327.403, 97.503 
  660, 18917, 441.922, 1275.934, 327.403, 472.632 
  661,   568, 437.418, 1221.206, 328.702, 318.409 
  662,  5719, 451.453, 1265.985, 311.936, 253.922 
  663, 16356, 461.429, 1285.711, 312.039, 26.303 
  664, 16357, 461.429, 1285.711, 312.039, 645.971 
  665, 16358, 461.429, 1285.711, 312.039, 336.570 
  666, 13497, 443.219, 1271.958, 311.573, 154.821 
  667, 13499, 443.219, 1271.958, 311.573, 29.716 
  668, 12761, 425.286, 1222.549, 312.162, 55.029 
  669, 12762, 425.286, 1222.549, 312.162, 574.512 
  670, 11272, 447.531, 1250.320, 317.620, 74.110 
  671,  9306, 443.622, 1262.764, 329.742, 404.170 
  672, 17446, 437.739, 1261.488, 312.567, 29.978 
  673,  4987, 434.646, 1251.198, 326.071, 415.537 
  674,  4988, 434.646, 1251.198, 326.071, 561.351 
  675,  4989, 434.646, 1251.198, 326.071, 669.293 
  676,  4990, 434.646, 1251.198, 326.071, 521.628 
  677,  4991, 434.646, 1251.198, 326.071, 471.773 
  678,  4992, 434.646, 1251.198, 326.071, 93.169 
  679,  9269, 411.514, 1204.846, 320.625, 92.002 
  680,  9270, 411.514, 1204.846, 320.625, 624.331 
  681,  9271, 411.514, 1204.846, 320.625, 347.391 
  682, 13524, 432.268, 1247.036, 328.750, 606.451 
  683, 13525, 432.268, 1247.036, 328.750, 657.448 
  684, 13526, 432.268, 1247.036, 328.750, 257.304 
  685, 15992, 427.214, 1216.979, 330.970, 338.197 
  686, 15993, 427.214, 1216.979, 330.970, 115.337 
  687, 15994, 427.214, 1216.979, 330.970, 385.821 
  688,  9638, 445.931, 1250.346, 311.976, 88.644 
  689,  9639, 445.931, 1250.346, 311.976, 656.254 
  690,  9640, 445.931, 1250.346, 311.976, 628.411 
  691, 15421, 449.986, 1275.272, 308.411, 301.674 
  692, 15422, 449.986, 1275.272, 308.411, 288.991 
  693, 15423, 449.986, 1275.272, 308.411, 436.723 
  694, 15424, 449.986, 1275.272, 308.411, 128.969 
  695, 15427, 449.986, 1275.272, 308.411, 210.358 
  696, 13535, 455.351, 1288.899, 310.459, 456.606 
  697, 13536, 455.351, 1288.899, 310.459, 456.076 
  698, 13537, 455.351, 1288.899, 310.459, 643.127 
  699, 13538, 455.351, 1288.899, 310.459, 643.127 
  700, 13539, 455.351, 1288.899, 310.459, 643.127 
  701, 13540, 455.351, 1288.899, 310.459, 168.883 
  702, 13545, 455.351, 1288.899, 310.459, 268.769 
  703, 13546, 455.351, 1288.899, 310.459, 643.127 
  704, 13547, 455.351, 1288.899, 310.459, 643.127 
  705, 13548, 455.351, 1288.899, 310.459, 106.311 
  706, 14001, 462.933, 1291.575, 313.290, 513.510 
  707,  7305, 456.044, 1286.491, 306.441, 113.889 
  708,  5473, 448.038, 1289.325, 310.870, 83.509 
  709,  5474, 448.038, 1289.325, 310.870, 206.491 
  710,  5482, 448.038, 1289.325, 310.870, 151.278 
  711,  5483, 448.038, 1289.325, 310.870, 517.834 
  712,  9443, 455.487, 1277.089, 312.163, 103.247 
  713, 11373, 437.702, 1255.970, 313.237, 325.597 
  714, 11374, 437.702, 1255.970, 313.237, 644.377 
  715, 11375, 437.702, 1255.970, 313.237, 496.095 
  716, 11377, 437.702, 1255.970, 313.237, 400.903 
  717, 11378, 437.702, 1255.970, 313.237, 146.263 
  718, 11383, 437.702, 1255.970, 313.237, 306.213 
  719, 11384, 437.702, 1255.970, 313.237, 540.063 
  720, 11387, 437.702, 1255.970, 313.237, 37.647 
  721, 11388, 437.702, 1255.970, 313.237, 644.377 
  722, 11389, 437.702, 1255.970, 313.237, 644.377 
  723, 11390, 437.702, 1255.970, 313.237, 83.962 
  724, 11392, 437.702, 1255.970, 313.237, 155.248 
  725, 11393, 437.702, 1255.970, 313.237, 630.430 
  726,  2821, 422.498, 1204.972, 313.733, 413.349 
  727,  2822, 422.498, 1204.972, 313.733, 599.400 
  728,  2823, 422.498, 1204.972, 313.733, 91.468 
  729,  1752, 442.082, 1264.354, 310.561, 222.454 
  730,  1753, 442.082, 1264.354, 310.561, 225.945 
  731, 11410, 422.669, 1225.378, 311.306, 78.879 
  732, 11411, 422.669, 1225.378, 311.306, 121.278 
  733, 14097, 442.470, 1226.883, 316.987, 170.385 
  734, 14098, 442.470, 1226.883, 316.987, 659.320 
  735, 14099, 442.470, 1226.883, 316.987, 659.320 
  736, 14100, 442.470, 1226.883, 316.987, 27.277 
  737, 19388, 430.831, 1258.648, 316.542, 190.359 
  738, 19389, 430.831, 1258.648, 316.542, 618.779 
  739, 19390, 430.831, 1258.648, 316.542, 367.785 
  740, 12906, 429.047, 1213.127, 311.821, 330.598 
  741, 12907, 429.047, 1213.127, 311.821, 481.016 
  742, 15467, 447.183, 1240.028, 321.143, 58.791 
  743,  3541, 436.008, 1264.154, 318.359, 179.196 
  744,  3542, 436.008, 1264.154, 318.359, 564.198 
  745,  3543, 436.008, 1264.154, 318.359, 66.067 
  746,  3544, 436.008, 1264.154, 318.359, 171.439 
  747,  4342, 470.638, 1299.951, 320.372, 81.444 
  748,  4343, 470.638, 1299.951, 320.372, 640.464 
  749,  4344, 470.638, 1299.951, 320.372, 391.462 
  750, 11286, 450.200, 1295.669, 312.785, 517.459 
  751, 11287, 450.200, 1295.669, 312.785, 248.330 
  752, 14399, 423.391, 1238.108, 314.903, 50.625 
  753, 14400, 423.391, 1238.108, 314.903, 517.702 
  754, 14402, 423.391, 1238.108, 314.903, 357.304 
  755, 14403, 423.391, 1238.108, 314.903, 234.161 
  756, 19126, 443.365, 1254.800, 311.135, 11.321 
  757, 14097, 457.822, 1298.111, 308.728, 189.265 
  758, 14098, 457.822, 1298.111, 308.728, 269.341 
  759, 16621, 432.410, 1215.704, 330.538, 250.693 
  760, 16592, 455.081, 1265.185, 313.784, 263.154 
  761, 16593, 455.081, 1265.185, 313.784, 310.890 
  762, 16596, 455.081, 1265.185, 313.784, 60.548 
  763, 14666, 440.917, 1253.624, 307.315, 200.166 
  764,  3962, 419.559, 1210.897, 311.473, 102.696 
  765,  3963, 419.559, 1210.897, 311.473, 621.354 
  766,  3964, 419.559, 1210.897, 311.473, 594.179 
  767, 11261, 461.621, 1295.951, 322.767, 224.840 
  768, 11268, 461.621, 1295.951, 322.767, 604.251 
  769, 11269, 461.621, 1295.951, 322.767, 305.769 
  770,  7391, 464.057, 1281.834, 318.052, 392.341 
  771,  7392, 464.057, 1281.834, 318.052, 311.536 
  772,  4406, 457.584, 1278.530, 325.711, 434.122 
  773,  4407, 457.584, 1278.530, 325.711, 96.895 
  774,  4409, 457.584, 1278.530, 325.711, 475.792 
  775,  4410, 457.584, 1278.530, 325.711, 656.973 
  776,  4416, 457.584, 1278.530, 325.711, 159.435 
  777, 10473, 429.865, 1207.287, 316.683, 154.203 
  778, 10474, 429.865, 1207.287, 316.683, 376.909 
  779, 10475, 429.865, 1207.287, 316.683, 118.421 
  780, 11859, 445.637, 1244.556, 318.739, 57.340 
  781, 11860, 445.637, 1244.556, 318.739, 635.181 
  782, 11861, 445.637, 1244.556, 318.739, 313.417 
  783,  9105, 428.205, 1217.646, 312.613, 373.492 
  784,  6847, 491.358, 1399.226, 302.098, 34.917 
  785,  6848, 491.358, 1399.226, 302.098, 365.181 
  786,  6849, 491.358, 1399.226, 302.098, 574.458 
  787,  6850, 491.358, 1399.226, 302.098, 42.895 
  788,  6852, 491.358, 1399.226, 302.098, 502.513 
  789,  6853, 491.358, 1399.226, 302.098, 675.367 
  790,  6854, 491.358, 1399.226, 302.098, 675.367 
  791,  6855, 491.358, 1399.226, 302.098, 675.367 
  792,  6856, 491.358, 1399.226, 302.098, 206.144 
  793,  2314, 470.258, 1363.257, 314.665, 266.432 
  794,  4711, 485.275, 1359.525, 312.983, 56.075 
  795,  4712, 485.275, 1359.525, 312.983, 69.267 
  796,  4713, 485.275, 1359.525, 312.983, 320.760 
  797,  4714, 485.275, 1359.525, 312.983, 369.754 
  798,  2498, 476.535, 1374.480, 318.677, 32.541 
  799,  2499, 476.535, 1374.480, 318.677, 596.091 
  800,  4666, 458.592, 1300.119, 308.110, 21.552 
  801,  4669, 458.592, 1300.119, 308.110, 201.811 
  802,  4670, 458.592, 1300.119, 308.110, 102.732 
  803,  5340, 464.957, 1331.039, 309.731, 109.222 
  804,  5341, 464.957, 1331.039, 309.731, 12.179 
  805, 13810, 455.561, 1314.169, 318.105, 483.316 
  806, 13811, 455.561, 1314.169, 318.105, 460.785 
  807,   183, 479.831, 1334.054, 310.688, 221.859 
  808,   184, 479.831, 1334.054, 310.688, 186.860 
  809,   185, 479.831, 1334.054, 310.688, 324.606 
  810,   186, 479.831, 1334.054, 310.688, 527.639 
  811,   193, 479.831, 1334.054, 310.688, 297.985 
  812,   194, 479.831, 1334.054, 310.688, 344.497 
  813,   195, 479.831, 1334.054, 310.688, 677.659 
  814,   196, 479.831, 1334.054, 310.688, 372.237 
  815, 11376, 497.411, 1388.034, 307.699, 204.951 
  816, 11377, 497.411, 1388.034, 307.699, 404.572 
  817, 19499, 483.877, 1344.492, 312.246, 155.258 
  818, 19500, 483.877, 1344.492, 312.246, 578.372 
  819,  4191, 461.826, 1333.958, 309.464, 448.268 
  820,  4202, 489.833, 1367.463, 318.322, 219.730 
  821,  4203, 489.833, 1367.463, 318.322, 47.401 
  822,  5126, 483.018, 1374.920, 306.718, 215.904 
  823, 13842, 462.706, 1317.336, 308.979, 378.357 
  824, 12411, 469.534, 1356.628, 305.774, 641.790 
  825, 12412, 469.534, 1356.628, 305.774, 615.771 
  826, 10764, 461.933, 1332.111, 324.288, 271.516 
  827, 10765, 461.933, 1332.111, 324.288, 23.369 
  828,  4456, 475.652, 1380.501, 309.971, 263.203 
  829,  4457, 475.652, 1380.501, 309.971, 653.597 
  830,  4458, 475.652, 1380.501, 309.971, 585.726 
  831,  2201, 467.912, 1305.222, 308.806, 27.464 
  832, 15597, 484.353, 1353.960, 321.979, 240.390 
  833, 15598, 484.353, 1353.960, 321.979, 237.118 
  834, 15599, 484.353, 1353.960, 321.979, 661.689 
  835, 15600, 484.353, 1353.960, 321.979, 641.595 
  836, 18694, 475.632, 1339.867, 304.989, 179.203 
  837, 18697, 475.632, 1339.867, 304.989, 114.054 
  838,  4644, 477.575, 1334.339, 314.755, 13.837 
  839,  4645, 477.575, 1334.339, 314.755, 181.321 
  840,  4656, 477.575, 1334.339, 314.755, 530.361 
  841,  4657, 477.575, 1334.339, 314.755, 644.426 
  842,  4658, 477.575, 1334.339, 314.755, 644.426 
  843,  4659, 477.575, 1334.339, 314.755, 190.886 
  844, 19465, 473.123, 1311.223, 312.537, 21.877 
  845, 19466, 473.123, 1311.223, 312.537, 489.096 
  846,  9795, 454.885, 1316.437, 314.228, 106.049 
  847,  9804, 454.885, 1316.437, 314.228, 115.461 
  848, 11143, 450.641, 1304.629, 323.416, 16.326 
  849, 11144, 450.641, 1304.629, 323.416, 643.881 
  850, 11145, 450.641, 1304.629, 323.416, 643.881 
  851, 11146, 450.641, 1304.629, 323.416, 643.881 
  852, 11147, 450.641, 1304.629, 323.416, 643.881 
  853, 11148, 450.641, 1304.629, 323.416, 643.881 
  854, 11149, 450.641, 1304.629, 323.416, 152.361 
  855,  7030, 497.147, 1397.127, 322.025, 292.603 
  856,  7031, 497.147, 1397.127, 322.025, 705.504 
  857,  7032, 497.147, 1397.127, 322.025, 705.504 
  858,  7033, 497.147, 1397.127, 322.025, 344.301 
  859,  7041, 497.147, 1397.127, 322.025, 296.299 
  860,  3445, 473.864, 1324.793, 307.194, 364.958 
  861,  3218, 462.571, 1307.196, 327.887, 383.036 
  862,  1115, 478.526, 1349.367, 326.443, 163.267 
  863,  3380, 456.960, 1328.752, 316.219, 448.790 
  864,  3381, 456.960, 1328.752, 316.219, 475.742 
  865,  3386, 456.960, 1328.752, 316.219, 230.342 
  866,  5757, 454.293, 1301.124, 326.566, 99.175 
  867,  5758, 454.293, 1301.124, 326.566, 676.909 
  868,  5759, 454.293, 1301.124, 326.566, 676.909 
  869,  5760, 454.293, 1301.124, 326.566, 83.219 
  870, 14169, 472.313, 1337.115, 307.723, 162.213 
  871,  3622, 494.290, 1376.972, 321.518, 123.824 
  872,  3625, 494.290, 1376.972, 321.518, 39.530 
  873,  3637, 494.290, 1376.972, 321.518, 79.486 
  874,  1454, 468.097, 1315.148, 308.461, 535.994 
  875,  1455, 468.097, 1315.148, 308.461, 581.773 
  876,  1457, 468.097, 1315.148, 308.461, 219.668 
  877,  1458, 468.097, 1315.148, 308.461, 661.381 
  878,  1459, 468.097, 1315.148, 308.461, 279.578 
  879,  1460, 468.097, 1315.148, 308.461, 347.684 
  880,  4999, 478.015, 1331.687, 315.157, 611.134 
  881, 10731, 472.659, 1372.541, 308.310, 270.769 
  882, 10732, 472.659, 1372.541, 308.310, 676.401 
  883, 10733, 472.659, 1372.541, 308.310, 291.938 
  884, 17566, 485.648, 1376.017, 322.616, 481.359 
  885, 17567, 485.648, 1376.017, 322.616, 303.826 
  886, 17568, 485.648, 1376.017, 322.616, 66.051 
  887, 17569, 485.648, 1376.017, 322.616, 307.706 
  888, 16626, 467.618, 1304.238, 321.070, 83.245 
  889, 16627, 467.618, 1304.238, 321.070, 229.050 
  890,  8065, 455.908, 1327.634, 318.322, 30.425 
  891,  8066, 455.908, 1327.634, 318.322, 192.145 
  892,  8067, 455.908, 1327.634, 318.322, 14.035 
  893,   479, 492.122, 1380.758, 317.130, 53.034 
  894,   480, 492.122, 1380.758, 317.130, 315.386 
  895,  9069, 455.193, 1309.078, 308.938, 528.635 
  896,  9070, 455.193, 1309.078, 308.938, 42.243 
